run,lead,subset,n,rmse,mae,bias,r2,actual_mean,predicted_mean,actual_std,predicted_std,predicted_min,predicted_max,corr
glstm_sweep_20260907_114458,4,all,116622,13.521600570155748,12.112958740843368,8.93304467882826,-0.7733170386341941,4.425001903590262,13.358046582418522,10.153947397315038,1.5014998157243138,9.929365158081056,18.735427856445312,0.07617512214336704
glstm_sweep_20260907_114458,4,dry_le_1,73856,13.238565891669513,13.152980142400521,13.152980142400521,-3237.5236682360583,0.13273887568681245,13.285719018087333,0.2326309014983144,1.4832895391044263,9.929365158081056,18.24018096923828,-0.0064847587937942345
glstm_sweep_20260907_114458,4,wet_gt_1,42766,13.996925339118857,10.316863229610028,1.645303164597496,-0.00830156874387411,11.837651629747423,13.48295479434492,13.93918636554045,1.5243796406520929,10.003580093383787,18.735427856445312,0.08042297991725218
glstm_sweep_20260907_114458,4,heavy_gt_35,2900,40.937906111870845,37.534912097536285,-37.534912097536285,-5.21853049781619,51.271329908699826,13.736417811163541,16.416544239045663,1.62256488541796,10.26289176940918,17.848344802856445,0.09560251630698088
glstm_sweep_20260907_114458,5,all,116622,13.41569002883035,12.002751970942883,8.780109712156802,-0.7451070681115253,4.427422892139428,13.20753260429623,10.155515574357501,1.149172007585004,9.915876388549805,17.53815269470215,0.06703608718855154
glstm_sweep_20260907_114458,5,dry_le_1,73830,13.095436929842869,13.04295817759727,13.04295817759727,-3167.435301178963,0.13274633995840482,13.175704517555676,0.2326470615717499,1.143141124686421,9.915876388549805,17.53815269470215,-0.02033115027790133
glstm_sweep_20260907_114458,5,wet_gt_1,42792,13.950956730820296,10.208060808171957,1.425321382481398,-0.001924122057226585,11.83712493568787,13.262446318169268,13.937554396734487,1.1574476256984196,9.989347457885742,17.148283004760742,0.09290406969866563
glstm_sweep_20260907_114458,5,heavy_gt_35,2902,41.15208675337423,37.72778988410324,-37.72778988410324,-5.28600172874564,51.26433286660298,13.536542982499736,16.41362906142529,1.233915706648907,10.609472274780272,17.05879783630371,0.020284671681884265
glstm_sweep_20260907_121609,all,all,583110,13.354689720855946,11.056366782802513,7.730896708639112,-0.731294780528206,4.419435921666537,12.150332630305648,10.149585170956659,5.47261195687417,-0.6199078559875488,49.2646484375,0.1294684865836331
glstm_sweep_20260907_121609,all,dry_le_1,369426,12.659622284045216,11.441023811211991,11.44090438757799,-2958.0155364817306,0.13282398584502592,11.573728373423016,0.2327271898085472,5.426233855823017,-0.6199078559875488,48.357513427734375,0.05005916000453041
